번호,제목,사건번호,선고일자,참조조문,조문번호,판시사항
788,자동차운전면허취소처분취소,2004두12452,2005. 3. 11.,도로교통법,제78조,"제1종 대형면허로 운전할 수 있는 차량을 운전면허정지기간 중에 운전한 경우, 이와 관련된 제1종 보통면허까지 취소할 수 있는지 여부(적극)"
789,택시운송사업면허등취소처분취소청구사건,86구1372,1987. 9. 28.,도로교통법,제78조,"개인택시운전자가 승객을 강간하였으나 그 고소가 취소된 경우, 운전면허취소처분의 적부"
790,손해배상(자),93다36721,1993. 12. 10.,도로교통법,"제8조, 제10조",도로교통법의 보행자의 통행방법에 관한 규정위반과 불법행위의 성립 여부
791,자동차운전면허취소처분취소,95누16523,1996. 2. 27.,도로교통법,"제41조, 제78조","[1] 운전면허취소에 있어서의 행정청의 재량행위 기준
[2] 혈중알코올농도 0.19% 상태에서 신호대기 중인 승용차를 추돌하여 물적 피해를 입힌 개인택시운전사의 운전면허를 취소한 처분에 대하여 재량권의 범위를 일탈한 위법이 있다고 본 원심판결을 파기한 사례"
801,교통사고처리특례법위반,95도3093,1996. 5. 31.,도로교통법,"제4조, 제5조","[1] 비보호좌회전 표시나 유턴허용 표시가 없는 신호기가 설치된 교차로에서 적색 등화시에 좌회전 또는 유턴한 행위가 신호위반에 해당하는지 여부(적극)
[2] 좌회전 진행방향을 표시하는 노면표지가 설치되어 있다는 사정만으로 적색 등화시에 좌회전하거나 유턴한 행위가 정당화되는지 여부(소극)"
804,자동차운전면허취소처분취소,97누20236,1998. 3. 27.,도로교통법시행규칙,제53조,"[1] 도로교통법시행규칙 제53조 제1항 [별표 16]상의 운전면허행정처분기준의 대외적 기속력 유무(소극) 및 그 기준 중 하나인 벌점의 법적 성질 
[2] 도로교통법시행규칙 제53조 제1항 [별표 16]에서 각 위반항목 별로 규정한 점수가 당해 사유에 관하여 배정하여야 할 벌점의 최고한도를 규정한 것인지 여부(소극) 
[3] 혈중알콜농도 0.056%의 주취상태에서 운전하다가 적발되어 1년간의 누산점수가 135점이 된 화물트럭운전사의 법규 위반행위가 단기간에 걸쳐 반복된 점 등에 비추어 당해 자동차운전면허취소처분은 재량권의 일탈·남용이 없다고 본 사례"
814,특정범죄가중처벌등에관한법률위반(도주차량)등피고사건,85노3721,1986. 3. 21.,도로교통법,"제68조, 제108조, 제109조","가. 차량운전자가 업무상 과실로 사람을 치상케 함과 동시에 재물을 손괴하고 구호조치없이 도주한 경우의 죄수
나. 운전면허없는 자가 음주운전을 한 경우의 죄수"
816,특정범죄가중처벌등에관한법률위반(도주차량),97도770,1997. 5. 7.,도로교통법,제50조,"[1]           특정범죄가중처벌등에관한법률 제5조의3 제1항 소정의 '도주한 때'의 의미        
[2] 사고 운전자가 피해자를 구호하지 아니하고 목격자로 행세한 것이 위 [1]항 소정의 도주에 해당한다고 본 사례"
818,자동차운전면허취소처분취소,99두10520,2000. 2. 25.,도로교통법,"제41조, 제78조","[1] 행정청이 행정처분을 한 후 자의로 그 행정처분을 취소할 수 있는지 여부(한정 소극)
[2] 운전면허 취소사유에 해당하는 음주운전을 적발한 경찰관의 소속 경찰서장이 사무착오로 위반자에게 운전면허정지처분을 한 상태에서 위반자의 주소지 관할 지방경찰청장이 위반자에게 운전면허취소처분을 한 것은 선행처분에 대한 당사자의 신뢰 및 법적 안정성을 저해하는 것으로서 허용될 수 없다고 한 사례"
825,특정범죄가중처벌등에관한법률위반(도주차량),2001도4771,2002. 2. 8.,도로교통법,제50조,"[1] 특정범죄가중처벌등에관한법률 제5조의3 제1항 소정의 '도주'의 의미
[2] 사고운전자가 교통사고 후 피해자를 병원으로 후송하여 치료를 받게 하고 피해자의 가족들에게 자신의 인적사항을 알려주었으나 동료 운전기사로 하여금 그가 사고운전자인 것으로 경찰관서에 신고하게 한 경우, 특정범죄가중처벌등에관한법률 제5조의3 제1항 소정의 '도주'에 해당하는지 여부(소극)"
826,특정범죄가중처벌 등에 관한 법률 위반(도주차량)·상해,2013도9124,2013. 12. 26.,도로교통법,제54조,"피고인이 자동차를 후진하다가 甲을 역과하여 사망에 이르게 하고도 구호조치 없이 도주하였다고 하여 특정범죄 가중처벌 등에 관한 법률 위반(도주차량)으로 기소된 사안에서, 제반 사정에 비추어 피고인이 도주의 범의로써 사고현장을 이탈한 것으로 보기 어렵다고 한 사례"
828,구상금,2009다64925,2009. 12. 10.,도로교통법,"제61조, 제66조","야간에 고속도로에서 제1차 사고를 야기한 운전자가 사고 직후 차량을 안전한 장소로 이동시키는 등의 안전조치의무를 게을리 한 채 고속도로 1, 2차로에 걸쳐 정차해 둠으로써 후행차량과 재차 충돌하는 사고가 발생한 사안에서, 설사 제1차 사고를 야기한 운전자가 실제로 위와 같은 안전조치를 취할 여유가 없었다고 하더라도 위 불법 정차와 제2차 사고 사이에 상당인과관계가 있다고 한 사례"
832,특정범죄가중처벌등에관한법률위반(도주차량),92도1749,1992. 11. 13.,도로교통법,제50조,특정범죄가중처벌등에관한법률 제5조의3 제1항 위반(도주차량)죄와 도로교통법 제50조 제2항 위반(미신고)죄의 죄수관계(=실체적 경합관계) 및 위 도로교통법위반죄에 대하여 약식명령이 확정된 경우 그 기판력이 위 특정범죄가중처벌등에관한법률위반죄에 미치는지 여부(소극)
835,특정범죄가중처벌등에관한법률위반(도주차량),2002도3272,2002. 9. 24.,도로교통법,제50조,"[1] 사고 운전자가 피해자를 구호하는 등 도로교통법 제50조 제1항에 의한 조치를 취할 필요가 있었다고 인정되지 아니하는 경우, 특정범죄가중처벌등에관한법률 제5조의3 제1항 위반죄로 처벌할 수 있는지 여부(소극)
[2] 피해자의 상해의 부위와 정도 및 사고의 경위와 사고 후의 정황 등에 비추어 사고운전자가 피해자를 구호하는 등의 조치를 취할 필요가 있었다고 보기 어렵다고 한 사례"
836,특정범죄가중처벌등에관한법률위반(도주차량),2002도6903,2003. 4. 25.,도로교통법,제50조,"[1] 사고 운전자가 실제로 피해자를 구호하는 등 도로교통법 제50조 제1항에 의한 조치를 취할 필요가 있었다고 인정되지 아니하는 경우, 특정범죄가중처벌등에관한법률 제5조의3 제1항 위반죄로 처벌할 수 있는지 여부(소극)
[2] 피해자의 피해 정도 및 사고 경위와 사고 후의 정황 등에 비추어 사고운전자가 실제로 피해자를 구호하는 등의 조치를 취하여야 할 필요가 있었다고 보기 어렵다고 한 사례"
839,자동차운전면허취소처분취소,96누5773,1997. 5. 30.,도로교통법,제78조,"[1] 도로교통법시행규칙 소정의 운전면허행정처분기준의 대외적 기속력 유무(소극) 및 운전면허취소처분의 적법 여부에 대한 판단기준
[2] 개인택시 운전사가 운전면허취소처분으로 인하여 받게 되는 생계위협이 운전면허취소처분으로 인한 직접적 불이익인지 여부(소극)
[3] 교통사고를 일으키고 차를 현장에 둔 채 도주하였다가 8시간 후에 사고사실을 신고한 개인택시 운전사에 대하여 한 운전면허취소처분이 위법하다고 본 원심판결을 파기한 사례"
841,,89도1396,1990. 8. 14.,도로교통법,"제76조, 제77조",유효기간이 만료된 운전면허증을 지니고. 자동차를 운전한 행위가           도로교통법 제77조 소정의 운전면허증의 휴대 및 제시의무 위반죄에 해당하는지 여부(적극)
842,도로교통법위반,2021도15467,2022. 4. 14.,도로교통법,"제60조, 제156조, 제162조, 제163조, 제165조","경찰서장이 범칙행위에 대하여 통고처분을 하였으나 범칙자의 이의신청이 없었던 경우, 경찰서장이 범칙금 납부기간 전에 임의로 통고처분을 취소하거나 즉결심판을 청구할 수 있는지 여부(원칙적 소극) / 이때 통고처분에 대한 범칙자의 이의신청이 있는 경우, 경찰서장이 위 납부기간 전에 즉결심판을 청구할 수 있는지 여부(적극)"
844,도로교통법위반(음주운전),2005도3904,2005. 7. 28.,도로교통법,"제41조, 제107조의2","[1] 위드마크 공식에 의한 역추산 방식을 이용한 혈중 알코올농도의 산정에 있어서 주의할 점 
[2] 피고인에게 가장 유리한 감소치를 적용하여 위드마크 공식에 따라 계산한 음주운전 적발시점의 혈중 알코올농도가 도로교통법상의 처벌기준인 0.05%를 넘는 0.051%이었으나, 사건발생시간을 특정하는 과정에서 발생하는 오차가능성 등의 여러 사정을 고려할 때 피고인의 운전 당시 혈중 알코올농도가 처벌기준치를 초과하였으리라고 단정할 수는 없다고 한 사례"
848,도로교통법위반,97도1841,1997. 11. 11.,도로교통법,제41조,"[1] 노상주차장에 관하여 주차장법의 규정이 도로법이나 유료도로법에 우선하여 적용되는지 여부(적극)
[2] 주취 상태에서 승용차를 운전하여 노상주차장 위를 약 1m 정도 전·후진한 것이 도로교통법상 주취중운전에 해당하는지 여부(소극)"
851,도로교통법 위반(음주운전),2013도6285,2013. 10. 24.,도로교통법,"제44조, 제148조의2","음주운전 시점과 혈중알코올농도 측정 시점 사이에 시간 간격이 있고 그때가 혈중알코올농도의 상승기인 경우, 운전 당시에도 혈중알코올농도가 처벌기준치 이상이었다고 볼 수 있는지 판단하는 기준"
854,도로교통법위반,91도1153,1991. 10. 11.,도로교통법,제50조,"가.           도로교통법 제50조 제2항에 규정된 교통사고를 야기한 자의 신고의무의 취지        
나. 상가지대의 편도 5차선 도로에서 교통량이 많지 않은 밤 1시경에 교통사고를 일으키고 그 직후 피해자들을 즉시 병원으로 데려간 피고인에게 도로교통법상의 신고의무가 있는 경우에 해당하지 않는다고 본 사례"
858,자동차운전면허취소처분취소,2006두15035,2007. 1. 11.,도로교통법,"제41조, 제44조, 제78조, 제93조",음주운전 시점으로부터 상당한 시간이 경과한 후 측정한 혈중알코올농도를 기초로 위드마크 공식만을 적용하여 산출한 혈중알코올농도 수치가 운전면허취소 등 행정처분의 기준이 될 수 있는지 여부(한정 소극)
861,"절도,도로교통법위반",86도620,1986. 7. 8.,도로교통법,제108조,도로교통법 제108조 소정의 「그밖의 재물」의 범위
864,도로교통법위반,79도444,1979. 4. 10.,도로교통법,"제45조, 제72조, 제77조","도로교통법 제45조 제1항 "" 차마 또는 궤도차의 교통으로 사람을 사상하였거나 물건을 손괴하였을 때"" 에서 말하는 "" 사람"" 및 "" 물건"" 의 범위"
866,업무상과실치상·업무상과실자동차파기·도로교통법위반,82도671,1983. 9. 27.,도로교통법,제74조,도로교통법 제74조가 형법상의 업무상 과실자동차파괴 등 죄와 특별관계에 있는지 여부(소극)
868,도로교통법위반(음주측정거부),2001도5987,2002. 6. 14.,도로교통법,"제41조, 제107조의2","[1] 도로교통법 제107조의2 제2호, 제41조 제2항 소정의 음주측정불응죄의 성립 요건 및 음주운전을 하였다고 인정할 만한 상당한 이유가 있는지 여부의 판단 기준
[2] 현재 사용되는 음주감지기 시험에서 음주반응이 나온 경우, 그것만으로 바로 술에 취한 상태에 있다고 인정할 만한 상당한 이유가 있다고 볼 수 있는지 여부(소극)"
